测试套/软件包名,测试用例名,状态,与2303对比,日志文件,原因
,oe_test_service_systemd-networkd-wait-online,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-networkd-wait-online/2023-08-08-00:27:34.log,
,oe_test_service_systemd-vconsole-setup,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-vconsole-setup/2023-08-08-00:39:08.log,
,oe_test_target_rescue,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_rescue/2023-08-08-01:01:16.log,
,oe_test_target_initrd-root-fs,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_initrd-root-fs/2023-08-08-00:54:36.log,
,oe_test_service_systemd-tmpfiles-clean,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-tmpfiles-clean/2023-08-08-00:34:59.log,
,oe_test_service_systemd-sysusers,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-sysusers/2023-08-08-00:32:42.log,
,oe_test_target_getty,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_getty/2023-08-08-00:51:46.log,
,oe_test_service_console-getty,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_console-getty/2023-08-08-00:03:59.log,
,oe_test_target_sockets,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_sockets/2023-08-08-01:06:41.log,
,oe_test_service_debug-shell,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_debug-shell/2023-08-08-00:09:13.log,
,oe_test_service_dbus-org.freedesktop.timedate1,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_dbus-org.freedesktop.timedate1/2023-08-08-00:08:39.log,
,oe_test_service_systemd-userdbd,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-userdbd/2023-08-08-01:11:34.log,
,oe_test_target_runlevel5,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_runlevel5/2023-08-08-01:04:29.log,
,oe_test_service_systemd-timesyncd,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-timesyncd/2023-08-08-00:33:52.log,
,oe_test_target_cryptsetup,failed,unknown,./mugen-riscv/logs/systemd/oe_test_target_cryptsetup/2023-08-08-00:49:33.log,
,oe_test_service_systemd-journal-catalog-update,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-journal-catalog-update/2023-08-08-00:20:15.log,
,oe_test_service_systemd-pstore,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-pstore/2023-08-08-00:29:00.log,
,oe_test_target_sleep,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_target_sleep/2023-08-08-01:05:57.log,
,oe_test_target_poweroff,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_target_poweroff/2023-08-08-00:59:33.log,
,oe_test_service_systemd-update-utmp,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-update-utmp/2023-08-08-00:38:01.log,
,oe_test_service_systemd-machine-id-commit,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-machine-id-commit/2023-08-08-00:26:42.log,
,oe_test_target_swap,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_swap/2023-08-08-01:07:34.log,
,oe_test_service_ldconfig,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_ldconfig/2023-08-08-00:11:31.log,
,oe_test_socket_systemd-rfkill,failed,unknown,./mugen-riscv/logs/systemd/oe_test_socket_systemd-rfkill/2023-08-08-00:46:27.log,
,oe_test_service_system-update-cleanup,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_system-update-cleanup/2023-08-08-00:39:51.log,
,oe_test_service_systemd-udev-settle,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-udev-settle/2023-08-08-00:36:34.log,
,oe_test_target_timers,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_timers/2023-08-08-01:09:29.log,
,oe_test_target_runlevel2,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_runlevel2/2023-08-08-01:02:48.log,
,oe_test_socket_systemd-coredump,failed,09fail,./mugen-riscv/logs/systemd/oe_test_socket_systemd-coredump/2023-08-08-00:41:07.log,
,oe_test_socket_systemd-journald-dev-log,failed,unknown,./mugen-riscv/logs/systemd/oe_test_socket_systemd-journald-dev-log/2023-08-08-00:42:49.log,
,oe_test_service_systemd-remount-fs,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-remount-fs/2023-08-08-00:30:26.log,
,oe_test_service_systemd-user-sessions,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-user-sessions/2023-08-08-00:38:35.log,
,oe_test_socket_systemd-journald-audit,failed,09fail,./mugen-riscv/logs/systemd/oe_test_socket_systemd-journald-audit/2023-08-08-00:42:14.log,
,oe_test_target_hybrid-sleep,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_target_hybrid-sleep/2023-08-08-00:53:16.log,
,oe_test_target_rpcbind,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_rpcbind/2023-08-08-01:01:50.log,
,oe_test_target_basic,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_basic/2023-08-08-00:48:12.log,
,oe_test_service_systemd-importd,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-importd/2023-08-08-00:19:00.log,
,oe_test_target_initrd-root-device,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_initrd-root-device/2023-08-08-00:54:01.log,
,oe_test_target_system-update-pre,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_system-update-pre/2023-08-08-01:08:42.log,
,oe_test_target_final,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_target_final/2023-08-08-00:51:02.log,
,oe_test_socket_systemd-networkd,failed,unknown,./mugen-riscv/logs/systemd/oe_test_socket_systemd-networkd/2023-08-08-00:45:53.log,
,oe_test_target_system-update,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_system-update/2023-08-08-01:08:54.log,
,oe_test_target_usb-gadget,failed,unknown,./mugen-riscv/logs/systemd/oe_test_target_usb-gadget/2023-08-08-01:13:30.log,
,oe_test_service_systemd-rfkill,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-rfkill/2023-08-08-00:31:35.log,
,oe_test_service_systemd-quotacheck,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-quotacheck/2023-08-08-00:29:09.log,
,oe_test_target_suspend-then-hibernate,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_target_suspend-then-hibernate/2023-08-08-01:07:25.log,
,oe_test_service_systemd-reboot,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-reboot/2023-08-08-00:30:16.log,
,oe_test_target_remote-fs,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_remote-fs/2023-08-08-01:00:42.log,
,oe_test_target_remote-cryptsetup,failed,unknown,./mugen-riscv/logs/systemd/oe_test_target_remote-cryptsetup/2023-08-08-00:59:54.log,
,oe_test_service_hwclock-save,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_hwclock-save/2023-08-08-00:09:47.log,
,oe_test_service_systemd-modules-load,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-modules-load/2023-08-08-00:26:51.log,
,oe_test_target_veritysetup-pre,failed,unknown,./mugen-riscv/logs/systemd/oe_test_target_veritysetup-pre/2023-08-08-01:14:38.log,
,oe_test_service_systemd-update-done,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-update-done/2023-08-08-00:37:22.log,
,oe_test_target_paths,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_paths/2023-08-08-00:58:59.log,
,oe_test_target_runlevel3,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_runlevel3/2023-08-08-01:03:22.log,
,oe_test_target_initrd-fs,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_initrd-fs/2023-08-08-00:53:25.log,
,oe_test_service_initrd-udevadm-cleanup-db,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_initrd-udevadm-cleanup-db/2023-08-08-00:10:48.log,
,oe_test_service_quotaon,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_quotaon/2023-08-08-00:12:05.log,
,oe_test_service_initrd-switch-root,succeed,03fail,./mugen-riscv/logs/systemd/oe_test_service_initrd-switch-root/2023-08-08-00:10:40.log,
,oe_test_target_slices,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_slices/2023-08-08-01:06:07.log,
,oe_test_socket_syslog,failed,unknown,./mugen-riscv/logs/systemd/oe_test_socket_syslog/2023-08-08-00:40:32.log,
,oe_test_service_systemd-journal-gatewayd,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-journal-gatewayd/2023-08-08-00:21:59.log,
,oe_test_service_systemd-hibernate,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-hibernate/2023-08-08-00:17:32.log,
,oe_test_target_runlevel1,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_runlevel1/2023-08-08-01:02:13.log,
,oe_test_socket_systemd-udevd-control,failed,09fail,./mugen-riscv/logs/systemd/oe_test_socket_systemd-udevd-control/2023-08-08-00:47:01.log,
,oe_test_service_systemd-volatile-root,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-volatile-root/2023-08-08-00:39:42.log,
,oe_test_target_sigpwr,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_sigpwr/2023-08-08-01:05:23.log,
,oe_test_service_kmod-static-nodes,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_kmod-static-nodes/2023-08-08-00:10:58.log,
,oe_test_service_dbus-org.freedesktop.import1,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_dbus-org.freedesktop.import1/2023-08-08-00:05:04.log,
,oe_test_service_systemd-hostnamed,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-hostnamed/2023-08-08-00:17:42.log,
,oe_test_target_time-sync,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_time-sync/2023-08-08-01:10:15.log,
,oe_test_target_runlevel6,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_target_runlevel6/2023-08-08-01:05:03.log,
,oe_test_service_systemd-journal-upload,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-journal-upload/2023-08-08-00:23:48.log,
,oe_test_service_systemd-update-utmp-runlevel,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-update-utmp-runlevel/2023-08-08-00:37:51.log,
,oe_test_target_graphical,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_graphical/2023-08-08-00:52:21.log,
,oe_test_service_systemd-firstboot,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-firstboot/2023-08-08-00:17:05.log,
,oe_test_service_systemd-network-generator,succeed,03fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-network-generator/2023-08-08-00:28:08.log,
,oe_test_service_systemd-journal-flush,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-journal-flush/2023-08-08-00:21:26.log,
,oe_test_service_systemd-binfmt,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-binfmt/2023-08-08-00:15:25.log,
,oe_test_target_initrd-switch-root,succeed,03fail,./mugen-riscv/logs/systemd/oe_test_target_initrd-switch-root/2023-08-08-00:55:21.log,
,oe_test_service_rc-local,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_rc-local/2023-08-08-00:13:07.log,
,oe_test_target_local-fs-pre,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_local-fs-pre/2023-08-08-00:55:41.log,
,oe_test_service_initrd-parse-etc,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_initrd-parse-etc/2023-08-08-00:10:30.log,
,oe_test_service_systemd-halt,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-halt/2023-08-08-00:17:23.log,
,oe_test_target_nss-user-lookup,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_nss-user-lookup/2023-08-08-00:58:47.log,
,oe_test_target_emergency,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_target_emergency/2023-08-08-01:10:48.log,
,oe_test_target_default,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_default/2023-08-08-00:50:17.log,
,oe_test_socket_systemd-journald,failed,09fail,./mugen-riscv/logs/systemd/oe_test_socket_systemd-journald/2023-08-08-00:43:24.log,
,oe_test_service_rescue,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_rescue/2023-08-08-00:13:42.log,
,oe_test_target_exit,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_target_exit/2023-08-08-00:50:50.log,
,oe_test_target_reboot,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_target_reboot/2023-08-08-00:59:45.log,
,oe_test_service_systemd-udevd,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-udevd/2023-08-08-00:35:59.log,
,oe_test_target_time-set,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_time-set/2023-08-08-01:10:03.log,
,oe_test_service_systemd-sysctl,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-sysctl/2023-08-08-00:32:09.log,
,oe_test_service_systemd-boot-check-no-failures,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-boot-check-no-failures/2023-08-08-00:15:43.log,
,oe_test_target_initrd,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_target_initrd/2023-08-08-00:55:12.log,
,oe_test_target_shutdown,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_target_shutdown/2023-08-08-01:05:13.log,
,oe_test_target_multi-user,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_multi-user/2023-08-08-00:57:02.log,
,oe_test_target_sysinit,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_sysinit/2023-08-08-01:08:08.log,
,oe_test_service_systemd-sysext,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-sysext/2023-08-08-01:10:58.log,
,oe_test_target_network,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_network/2023-08-08-00:58:22.log,
,oe_test_service_emergency,succeed,unknown,./mugen-riscv/logs/systemd/oe_test_service_emergency/2023-08-08-01:10:39.log,
,oe_test_service_systemd-resolved,failed,unknown,./mugen-riscv/logs/systemd/oe_test_service_systemd-resolved/2023-08-08-00:30:59.log,
,oe_test_service_systemd-fsck-root,succeed,03fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-fsck-root/2023-08-08-00:17:14.log,
,oe_test_target_remote-fs-pre,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_remote-fs-pre/2023-08-08-01:00:29.log,
,oe_test_socket_systemd-initctl,failed,09fail,./mugen-riscv/logs/systemd/oe_test_socket_systemd-initctl/2023-08-08-00:41:40.log,
,oe_test_target_veritysetup,failed,unknown,./mugen-riscv/logs/systemd/oe_test_target_veritysetup/2023-08-08-01:14:04.log,
,oe_test_target_getty-pre,failed,09fail,./mugen-riscv/logs/systemd/oe_test_target_getty-pre/2023-08-08-00:51:11.log,
,oe_test_service_systemd-ask-password-console,failed,09fail,./mugen-riscv/logs/systemd/oe_test_service_systemd-ask-password-console/2023-08-08-00:14:16.log,
util-linux,oe_test_socket_uuidd,succeed,unknown,./mugen-riscv/logs/util-linux/oe_test_socket_uuidd/2023-08-08-10:50:44.log,
,oe_test_service_uuidd,succeed,unknown,./mugen-riscv/logs/util-linux/oe_test_service_uuidd/2023-08-08-10:49:38.log,
,oe_test_service_fstrim,succeed,unknown,./mugen-riscv/logs/util-linux/oe_test_service_fstrim/2023-08-08-10:49:25.log,
dracut,oe_test_service_dracut-initqueue,succeed,unknown,./mugen-riscv/logs/dracut/oe_test_service_dracut-initqueue/2023-08-08-10:09:46.log,
,oe_test_service_dracut-pre-mount,succeed,unknown,./mugen-riscv/logs/dracut/oe_test_service_dracut-pre-mount/2023-08-08-10:10:07.log,
,oe_test_service_dracut-pre-pivot,succeed,unknown,./mugen-riscv/logs/dracut/oe_test_service_dracut-pre-pivot/2023-08-08-10:10:17.log,
,oe_test_service_dracut-mount,succeed,unknown,./mugen-riscv/logs/dracut/oe_test_service_dracut-mount/2023-08-08-10:09:57.log,
,oe_test_service_dracut-pre-trigger,succeed,unknown,./mugen-riscv/logs/dracut/oe_test_service_dracut-pre-trigger/2023-08-08-10:10:27.log,
,oe_test_service_dracut-cmdline,succeed,unknown,./mugen-riscv/logs/dracut/oe_test_service_dracut-cmdline/2023-08-08-10:09:36.log,
,oe_test_service_dracut-pre-udev,succeed,unknown,./mugen-riscv/logs/dracut/oe_test_service_dracut-pre-udev/2023-08-08-10:10:37.log,
,oe_test_service_dracut-shutdown,succeed,03fail,./mugen-riscv/logs/dracut/oe_test_service_dracut-shutdown/2023-08-08-10:10:47.log,
open-iscsi,oe_test_service_iscsi,succeed,unknown,./mugen-riscv/logs/open-iscsi/oe_test_service_iscsi/2023-08-08-18:54:50.log,
,oe_test_service_iscsid,succeed,03fail,./mugen-riscv/logs/open-iscsi/oe_test_service_iscsid/2023-08-08-18:53:35.log,
,oe_test_socket_iscsiuio,succeed,03fail,./mugen-riscv/logs/open-iscsi/oe_test_socket_iscsiuio/2023-08-08-18:58:39.log,
,oe_test_socket_iscsid,succeed,unknown,./mugen-riscv/logs/open-iscsi/oe_test_socket_iscsid/2023-08-08-18:57:24.log,
,oe_test_service_iscsiuio,failed,unknown,./mugen-riscv/logs/open-iscsi/oe_test_service_iscsiuio/2023-08-08-18:56:05.log,
,oe_test_open-iscsi_iscsistart_iscsiuio,failed,unknown,./mugen-riscv/logs/open-iscsi/oe_test_open-iscsi_iscsistart_iscsiuio/2023-08-08-18:52:08.log,
,oe_test_open-iscsi_iscsiadm,failed,unknown,./mugen-riscv/logs/open-iscsi/oe_test_open-iscsi_iscsiadm/2023-08-08-18:47:32.log,
rdma-core,oe_test_service_srp_daemon,succeed,unknown,./mugen-riscv/logs/rdma-core/oe_test_service_srp_daemon/2023-08-08-11:13:12.log,
,oe_test_socket_ibacm,succeed,03fail,./mugen-riscv/logs/rdma-core/oe_test_socket_ibacm/2023-08-08-11:14:27.log,
